,Style Key,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
1280,77,5.5,5,45,11,27,11,13,30,61,0,105,14,0,33
1281,77,5.0,5,45,43,14,8,17,21,41,3,36,21,11,13
1282,77,6.1,5,45,10,24,6,5,22,13,1,71,7,82,35
1283,77,4.9,5,45,13,20,11,7,99,31,0,88,13,2,56
1284,77,4.8,5,45,19,28,10,3,122,54,1,119,10,2,33
1285,77,5.5,5,45,10,19,9,14,103,33,0,96,15,0,23
1286,77,4.9,5,45,13,26,3,18,75,69,2,98,28,1,40
1287,77,6.0,5,45,15,20,6,8,28,26,0,92,10,3,32
1288,77,4.2,5,45,14,32,8,13,41,111,5,115,33,6,57
1289,77,4.2,5,45,19,30,9,17,64,134,4,161,20,20,55
1290,77,5.3,5,45,22,19,7,12,143,22,6,81,19,6,77
1291,77,4.0,5,45,13,13,7,7,73,28,0,61,9,3,44
1292,77,5.5,5,45,12,26,11,21,121,50,0,86,22,0,52
1293,77,4.6,5,45,8,17,4,7,79,17,0,67,10,1,24
1294,77,6.0,5,45,12,36,8,7,38,19,0,90,20,93,53
1295,77,8.0,5,45,8,27,17,7,108,51,1,115,28,5,28
1296,77,5.2,5,45,12,27,8,28,46,86,0,86,35,5,30
1297,77,4.4,5,45,25,35,10,17,39,103,3,99,19,3,46
1298,77,9.0,5,45,13,87,26,43,171,16,0,102,26,5,109
1299,77,5.1,5,45,11,45,7,12,91,64,0,129,12,0,28
1300,78,5.0,0,0,23,27,9,18,58,20,0,16,98,30,55
1301,78,7.5,0,0,13,46,30,26,77,33,0,44,110,12,51
1302,78,10.0,0,0,11,34,30,21,155,75,1,97,54,2,53
1303,78,6.5,0,0,22,63,17,42,95,47,0,92,73,17,96
1304,78,5.0,0,0,35,32,14,32,93,67,2,79,67,10,58
1305,78,4.4,0,0,15,79,7,27,57,10,24,14,28,7,105
1306,78,4.6,0,0,30,28,18,32,22,55,0,46,133,79,16
1307,78,8.0,0,0,21,57,30,42,71,75,1,81,131,66,36
1308,78,5.7,0,0,54,33,39,14,67,150,4,116,102,50,18
1309,78,8.5,0,0,7,52,18,22,80,23,0,37,86,44,88
1310,78,6.6,0,0,15,37,22,36,106,53,0,69,98,51,67
1311,78,5.0,0,0,35,32,5,6,73,147,1,56,45,4,23
1312,78,5.8,0,0,12,28,7,26,58,74,0,68,88,20,48
1313,78,5.5,0,0,4,21,10,17,31,25,0,26,41,15,29
1314,78,4.4,0,0,19,14,7,6,11,54,0,25,33,27,11
1315,78,5.7,0,0,6,8,3,10,25,14,0,13,79,19,13
1316,78,5.5,0,0,15,61,8,50,45,10,0,13,85,25,76
1317,78,5.2,0,0,7,10,3,2,39,34,0,33,32,6,20
1318,78,5.8,0,0,10,21,3,2,38,24,0,54,25,4,22
1319,78,5.8,0,0,4,23,9,12,24,16,0,24,74,35,20
1320,78,8.0,0,0,6,23,11,21,41,14,0,18,28,19,42
1321,78,8.5,0,0,7,39,9,27,35,8,0,15,55,13,55
1322,78,10.0,0,0,1,3,7,0,6,4,0,9,4,5,6
1323,78,5.2,0,0,1,1,0,1,2,1,0,1,2,5,1
1324,78,7.5,0,0,8,5,3,1,3,17,0,6,3,0,3
1325,78,4.5,0,0,15,13,1,26,11,63,26,72,25,4,23
1326,78,5.0,0,0,4,6,1,11,15,2,3,4,36,0,11
1327,78,5.5,0,0,5,7,5,0,18,1,0,8,25,2,10
1328,78,5.6,0,0,12,22,10,6,16,35,0,16,46,10,14
1329,78,4.5,0,0,3,11,3,7,12,9,1,4,12,4,15
1330,78,9.0,0,0,1,3,2,5,6,12,1,10,15,1,4
1331,78,4.5,0,0,9,23,2,33,36,9,0,10,58,18,41
1332,78,6.3,0,0,2,3,2,3,7,4,0,3,21,1,8
1333,78,5.8,0,0,2,6,2,4,12,2,0,9,25,0,6
1334,78,5.6,0,0,5,4,4,4,4,8,0,2,16,4,3
1335,78,4.75,0,0,6,14,1,7,12,13,0,7,24,1,16
1336,78,5.5,0,0,11,6,2,9,10,27,0,22,12,4,5
1337,78,6.0,0,0,2,1,0,1,2,5,0,5,4,4,1
1338,78,5.5,0,0,1,7,3,6,4,3,0,0,16,9,4
1339,78,5.3,0,0,3,7,3,7,1,8,2,10,35,5,9
1340,78,6.2,0,0,0,3,0,4,7,0,0,0,14,1,7
1341,78,8.0,0,0,0,0,7,2,9,2,0,1,5,5,6
1342,78,5.0,0,0,1,4,1,2,3,1,0,1,17,1,11
1343,78,7.5,0,0,5,2,2,0,7,5,0,2,10,5,11
1344,78,4.8,0,0,4,14,4,7,13,8,0,5,28,12,11
1345,78,4.6,0,0,9,9,2,3,15,4,0,7,8,2,21
1346,78,5.2,0,0,6,8,1,1,4,15,0,5,8,4,3
1347,78,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,78,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,78,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,79,7.0,0,0,10,51,7,34,129,8,0,15,45,6,85
1351,79,5.5,0,0,24,44,10,18,38,16,2,14,23,0,85
1352,79,5.0,0,0,12,16,3,15,15,12,0,9,21,5,29
1353,79,5.0,0,0,4,13,3,6,12,5,0,5,10,0,26
1354,79,5.5,0,0,13,16,5,11,16,1,0,0,11,0,38
1355,79,4.5,0,0,2,9,3,4,7,6,0,5,7,1,22
1356,79,5.0,0,0,7,7,2,2,2,6,0,3,4,2,11
1357,79,5.5,0,0,3,7,1,9,8,1,0,1,10,0,10
1358,79,5.0,0,0,0,6,0,4,28,1,0,21,7,0,9
1359,79,5.0,0,0,4,10,7,6,17,13,0,9,9,1,15
1360,79,6.0,0,0,3,17,7,8,25,5,1,5,9,1,35
1361,79,5.5,0,0,0,4,2,3,3,3,0,4,4,1,3
1362,79,6.0,0,0,8,14,1,8,9,4,0,2,12,0,18
1363,79,5.0,0,0,6,7,3,13,8,6,0,6,14,5,7
1364,79,5.5,0,0,0,2,1,4,3,0,0,1,4,0,4
1365,79,5.0,0,0,0,2,1,1,3,0,0,0,2,0,5
1366,79,5.0,0,0,0,1,0,2,0,0,0,0,2,1,0
1367,79,6.0,0,0,3,2,2,1,3,0,0,0,1,0,5
1368,79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,79,5.5,0,0,1,3,0,1,0,0,0,0,1,0,2
1370,79,5.0,0,0,3,6,2,2,10,3,1,1,2,0,4
1371,79,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,79,5.0,0,0,3,4,2,4,1,1,0,1,4,0,6
1373,79,6.0,0,0,2,7,1,2,9,0,0,0,2,0,21
1374,79,5.0,0,0,1,2,0,2,2,0,0,0,4,0,1
1375,79,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,79,5.0,0,0,0,0,0,6,6,2,0,8,6,0,2
1377,79,5.0,0,0,11,9,2,5,3,2,0,2,4,0,8
1378,79,5.0,0,0,4,5,3,3,4,5,0,14,3,0,3
1379,79,5.0,0,0,0,7,2,6,22,4,0,23,9,0,5
1380,79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,79,5.0,0,0,1,3,0,6,26,8,0,28,6,0,3
1382,79,5.4,0,0,5,2,2,5,2,13,0,15,5,0,15
1383,79,5.0,0,0,11,3,5,6,10,32,0,28,6,0,4
1384,79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,79,6.0,0,0,0,1,0,0,3,0,0,2,0,0,1
1386,79,5.0,0,0,10,4,2,6,25,19,0,24,6,0,7
1387,79,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,79,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,79,5.0,0,0,1,2,0,4,3,0,0,0,6,0,5
1393,79,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,79,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,79,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,79,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,79,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,79,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,79,5.0,0,0,0,0,0,6,2,6,0,6,6,0,2
1400,80,9.0,5,40,18,33,11,15,128,42,1,77,31,13,62
1401,80,8.0,5,40,8,27,30,19,44,36,0,52,11,141,35
1402,80,10.0,5,40,16,24,33,12,145,68,0,96,23,8,64
1403,80,4.5,5,40,6,18,4,16,23,15,2,15,19,81,43
1404,80,5.3,5,40,10,30,11,53,44,37,4,58,80,13,55
1405,80,4.2,5,40,37,23,27,4,33,29,2,25,16,5,56
1406,80,8.5,5,40,16,22,25,17,113,53,1,85,53,24,55
1407,80,5.9,5,40,19,39,8,7,61,57,0,46,114,23,44
1408,80,5.6,5,40,29,32,12,36,24,52,10,59,61,93,67
1409,80,4.5,5,40,7,25,15,10,80,56,2,46,55,26,60
1410,80,5.5,5,40,5,36,10,4,43,15,7,18,12,76,62
1411,80,5.8,5,40,12,21,7,23,60,51,3,55,94,8,37
1412,80,5.0,5,40,7,24,11,24,37,3,1,16,86,12,62
1413,80,8.0,5,40,14,23,25,22,56,11,1,15,28,105,61
1414,80,6.5,5,40,8,42,8,11,22,25,0,85,16,123,53
1415,80,5.8,5,40,2,25,29,6,40,1,1,3,6,26,19
1416,80,4.8,5,40,34,44,5,15,39,73,2,81,47,37,68
1417,80,5.8,5,40,11,29,12,6,122,63,0,81,9,62,86
1418,80,6.5,5,40,14,38,6,38,100,97,0,112,77,17,80
1419,80,10.0,5,40,11,106,43,56,132,34,0,47,29,100,128
1420,80,4.5,5,40,26,22,6,4,114,105,0,109,7,52,47
1421,80,5.9,5,40,5,28,10,33,39,6,0,8,26,91,90
1422,80,6.8,5,40,18,32,21,26,54,57,0,63,48,60,56
1423,80,6.0,5,40,8,31,6,19,13,9,0,12,12,68,68
1424,80,7.0,5,40,5,103,25,24,66,8,0,7,10,152,77
1425,80,8.6,5,40,5,38,14,16,61,13,0,16,13,85,56
1426,80,5.2,5,40,17,31,14,5,39,30,0,25,16,125,85
1427,80,5.0,5,40,3,18,25,4,22,6,0,1,5,20,15
1428,80,4.7,5,40,22,48,9,54,11,106,0,101,71,8,45
1429,80,6.6,5,40,23,133,17,100,55,22,0,13,68,127,136
1430,80,5.2,5,40,24,30,17,24,43,36,0,35,29,122,62
1431,80,4.6,5,40,12,42,12,39,55,5,0,7,36,80,141
1432,80,6.0,5,40,21,28,4,17,67,17,0,20,109,18,59
1433,80,5.0,5,40,22,22,13,14,24,56,3,59,42,60,32
1434,80,5.7,5,40,36,15,42,8,61,24,0,34,19,27,24
1435,80,10.5,5,40,7,44,46,8,65,27,0,49,12,157,30
1436,80,6.5,5,40,14,51,24,44,60,21,0,32,81,178,92
1437,80,8.5,5,40,17,51,44,29,99,60,0,74,46,91,76
1438,80,7.2,5,40,8,38,5,16,137,36,0,70,123,8,72
1439,80,5.5,5,40,5,16,16,5,23,2,0,2,3,9,6
1440,80,8.2,5,40,4,115,14,28,64,5,0,1,19,90,79
1441,80,5.0,5,40,15,38,13,19,31,98,0,92,100,8,68
1442,80,7.5,5,40,22,34,20,35,78,85,5,104,83,56,67
1443,80,4.2,5,40,12,44,27,19,72,23,3,25,34,126,43
1444,80,8.0,5,40,10,31,27,57,55,91,1,85,100,42,60
1445,80,10.0,5,40,1,28,6,33,55,6,0,4,9,11,64
1446,80,6.0,5,40,21,38,5,19,39,92,0,62,82,46,27
1447,80,6.0,5,40,19,31,15,33,24,22,0,29,43,108,65
1448,80,6.0,5,40,10,40,17,18,76,44,0,47,27,63,84
1449,80,6.9,5,40,12,23,22,51,28,33,0,51,78,97,32
1450,32,7.0,50,70,7,18,9,56,28,35,0,35,83,2,36
1451,32,7.0,50,70,20,34,12,69,43,53,0,72,92,4,28
1452,32,6.0,50,70,17,26,6,56,14,40,0,44,75,3,24
1453,32,6.9,50,70,19,31,14,66,30,55,2,63,96,4,48
1454,32,7.2,50,70,10,44,11,57,31,37,0,43,107,6,38
1455,32,6.8,50,70,19,38,15,66,28,24,0,25,92,5,47
1456,32,6.2,50,70,19,28,12,65,37,37,2,40,101,2,42
1457,32,7.5,50,70,15,32,14,58,23,56,1,69,100,2,65
1458,32,7.5,50,70,21,34,8,44,35,58,0,73,51,10,33
1459,32,7.2,50,70,12,28,14,64,30,37,0,47,85,4,44
1460,32,7.5,50,70,13,44,22,80,52,36,1,56,110,7,65
1461,32,4.7,50,70,16,16,2,38,16,24,1,30,54,1,25
1462,32,6.7,50,70,13,27,5,61,42,26,0,30,89,10,69
1463,32,7.0,50,70,31,44,16,76,63,85,0,127,115,3,40
1464,32,7.0,50,70,22,19,11,48,22,103,0,104,51,2,14
1465,32,6.25,50,70,45,37,7,80,38,69,4,94,140,1,33
1466,32,6.7,50,70,11,24,5,57,45,48,0,54,96,3,61
1467,32,7.0,50,70,26,54,15,64,56,79,0,97,102,5,49
1468,32,6.4,50,70,16,41,4,62,46,54,1,67,85,3,41
1469,32,7.2,50,70,17,26,14,44,38,38,1,61,75,0,35
1470,32,6.9,50,70,21,27,14,70,39,55,0,67,93,6,38
1471,32,7.0,50,70,20,21,16,70,106,62,1,107,80,6,45
1472,32,7.6,50,70,18,38,9,75,32,44,0,60,117,3,31
1473,32,7.0,50,70,31,21,7,60,31,56,1,77,91,6,27
1474,32,7.5,50,70,25,36,16,71,46,63,0,97,110,6,40
1475,32,6.5,50,70,19,20,11,65,40,33,0,47,93,5,56
1476,32,7.3,50,70,8,25,5,68,42,38,0,64,92,5,45
1477,32,7.0,50,70,26,37,9,68,42,53,2,68,103,4,43
1478,32,7.25,50,70,19,47,2,76,54,65,1,90,114,2,54
1479,32,7.1,50,70,20,46,9,78,46,54,0,69,105,6,61
1480,32,7.0,50,70,26,45,7,60,50,85,2,128,78,13,49
1481,32,6.0,50,70,20,23,3,53,21,43,1,47,73,4,34
1482,32,7.5,50,70,25,30,9,79,33,42,4,47,124,4,47
1483,32,7.5,50,70,8,54,11,48,88,35,4,39,70,3,77
1484,32,6.7,50,70,13,34,3,68,45,36,1,41,115,5,61
1485,32,6.3,50,70,25,44,13,75,57,58,1,86,103,12,59
1486,32,7.25,50,70,20,33,12,75,44,59,1,75,102,8,40
1487,32,7.3,50,70,17,21,20,78,24,23,2,29,84,2,34
1488,32,4.8,50,70,24,32,13,73,24,55,1,74,89,3,22
1489,32,5.9,50,70,21,27,7,67,27,51,0,61,85,4,47
1490,32,7.1,50,70,16,24,8,53,31,61,0,76,73,7,25
1491,32,8.0,50,70,12,48,10,71,44,48,0,55,110,14,75
1492,32,7.0,50,70,11,32,9,40,25,32,0,44,59,0,30
1493,32,6.2,50,70,17,20,10,41,32,51,1,54,72,6,34
1494,32,6.2,50,70,15,41,4,60,26,51,0,62,84,6,27
1495,32,6.5,50,70,19,39,8,77,48,62,0,80,116,2,74
1496,32,6.7,50,70,14,30,9,46,38,37,0,61,88,8,32
1497,32,7.0,50,70,19,26,14,84,76,88,1,138,141,7,49
1498,32,7.0,50,70,30,29,12,69,48,69,0,75,99,2,61
1499,32,6.5,50,70,16,33,8,53,33,49,3,56,94,3,41
1500,33,8.3,50,80,17,40,20,63,39,57,0,70,80,29,40
1501,33,8.8,50,80,16,33,17,53,41,69,0,62,71,9,26
1502,33,9.0,50,80,38,51,22,82,79,69,1,93,135,36,46
1503,33,9.2,50,80,32,33,23,75,65,76,2,83,101,24,50
1504,33,6.2,50,80,17,36,13,49,29,70,0,88,68,13,46
1505,33,5.5,50,80,12,27,11,47,21,61,0,75,66,22,22
1506,33,9.0,50,80,39,36,13,57,56,138,2,133,74,26,23
1507,33,6.0,50,80,30,33,16,100,30,45,2,42,144,17,36
1508,33,7.0,50,80,28,28,3,36,28,102,2,59,57,42,11
1509,33,9.5,50,80,8,25,19,49,26,46,0,56,55,14,31
1510,33,6.8,50,80,34,29,24,88,53,75,1,85,131,26,53
1511,33,9.5,50,80,14,39,29,73,64,55,0,71,85,18,34
1512,33,7.5,50,80,12,32,10,64,50,41,4,42,81,16,43
1513,33,5.5,50,80,15,20,10,32,13,70,0,72,52,26,21
1514,33,7.4,50,80,17,32,12,89,54,84,0,107,91,31,33
1515,33,5.7,50,80,9,29,11,38,44,41,0,52,69,26,29
1516,33,8.0,50,80,11,34,20,53,50,39,0,57,78,22,25
1517,33,7.0,50,80,19,35,22,61,55,80,0,85,76,34,32
1518,33,8.0,50,80,24,47,13,68,45,81,1,82,99,22,38
1519,33,5.5,50,80,24,34,9,49,36,90,4,102,76,38,68
1520,33,6.0,50,80,28,38,9,72,21,89,0,86,72,28,44
1521,33,9.0,50,80,34,49,35,76,86,74,1,85,100,12,58
1522,33,5.7,50,80,26,43,8,72,38,63,5,56,111,20,39
1523,33,9.37,50,80,16,52,27,61,103,78,0,109,82,31,45
1524,33,6.5,50,80,7,11,9,55,24,41,0,41,73,6,17
1525,33,6.5,50,80,37,38,16,59,50,98,5,126,86,27,23
1526,33,10.5,50,80,23,43,27,70,97,51,0,57,87,18,53
1527,33,6.2,50,80,29,58,18,81,33,98,0,111,110,24,33
1528,33,6.2,50,80,21,32,7,55,51,62,0,83,87,32,17
1529,33,6.3,50,80,30,32,9,74,21,63,2,70,91,7,51
1530,33,6.0,50,80,24,32,15,51,22,50,0,64,108,8,33
1531,33,8.3,50,80,9,22,20,39,38,38,0,39,56,21,39
1532,33,8.0,50,80,13,29,13,34,79,69,0,151,34,14,16
1533,33,9.5,50,80,10,37,19,54,74,62,0,78,71,19,31
1534,33,10.6,50,80,28,56,23,65,74,107,3,130,79,22,31
1535,33,9.0,50,80,14,64,36,61,82,76,1,111,73,35,44
1536,33,10.2,50,80,20,32,25,86,63,85,0,130,108,29,40
1537,33,6.0,50,80,30,46,14,76,30,61,0,77,115,56,36
1538,33,6.4,50,80,20,39,13,85,28,51,0,44,123,15,35
1539,33,6.3,50,80,11,31,12,62,44,69,0,79,83,14,26
1540,33,7.0,50,80,21,33,14,50,65,51,0,64,71,32,26
1541,33,9.0,50,80,21,35,25,57,34,68,1,73,102,37,37
1542,33,9.4,50,80,16,73,120,73,99,59,1,68,109,44,157
1543,33,6.25,50,80,30,43,15,105,56,61,2,69,121,14,58
1544,33,7.0,50,80,17,46,20,44,75,52,2,72,60,23,52
1545,33,9.3,50,80,16,53,42,67,66,73,0,86,90,23,29
1546,33,6.5,50,80,20,29,20,56,12,48,3,48,105,78,24
1547,33,8.0,50,80,18,40,21,71,66,84,1,95,87,25,44
1548,33,7.7,50,80,22,44,17,62,66,55,2,70,79,26,60
1549,33,10.25,50,80,29,76,77,89,145,77,0,111,132,58,100
1550,34,8.2,50,70,16,75,14,85,45,43,0,46,79,5,87
1551,34,8.9,50,70,16,61,15,119,47,39,0,45,122,8,90
1552,34,6.8,50,70,14,50,7,95,23,19,0,20,92,11,91
1553,34,9.3,50,70,5,61,19,109,58,16,0,21,101,13,114
1554,34,8.7,50,70,10,54,17,103,52,43,0,61,103,10,85
1555,34,6.2,50,70,11,51,16,82,48,20,0,19,91,6,78
1556,34,7.0,50,70,11,45,14,82,33,9,0,9,87,5,70
1557,34,6.9,50,70,15,82,17,144,58,64,0,86,133,12,115
1558,34,7.5,50,70,14,63,7,68,44,7,0,13,53,9,101
1559,34,10.8,50,70,10,69,77,72,112,14,1,17,72,21,149
1560,34,6.5,50,70,11,45,12,84,29,18,0,15,93,8,73
1561,34,7.25,50,70,20,94,23,145,71,42,0,70,140,11,121
1562,34,7.7,50,70,17,61,11,101,59,43,0,68,85,27,159
1563,34,7.3,50,70,14,70,13,95,42,33,0,35,98,4,80
1564,34,7.6,50,70,7,45,11,79,29,27,0,25,86,3,61
1565,34,8.1,50,70,17,86,11,148,65,43,0,54,142,14,134
1566,34,6.5,50,70,22,75,11,101,44,19,1,23,115,18,126
1567,34,6.0,50,70,17,64,9,88,27,19,0,22,86,10,90
1568,34,7.0,50,70,7,55,24,99,35,16,0,20,82,12,96
1569,34,7.0,50,70,22,64,20,120,59,17,4,22,147,5,109
1570,34,6.0,50,70,13,72,3,110,37,6,0,7,41,14,135
1571,34,6.8,50,70,25,72,7,113,51,44,0,57,123,3,90
1572,34,6.8,50,70,15,57,4,62,46,35,1,51,67,6,68
1573,34,6.5,50,70,16,63,13,90,65,21,0,35,78,16,84
1574,34,7.2,50,70,14,52,14,77,51,33,0,39,83,10,78
1575,34,6.2,50,70,23,76,9,131,43,37,0,44,136,7,113
1576,34,9.5,50,70,23,100,15,111,60,47,0,53,129,13,107
1577,34,4.8,50,70,17,59,10,53,47,17,1,16,38,17,112
1578,34,7.5,50,70,36,78,8,117,62,49,0,69,147,1,119
1579,34,7.1,50,70,32,80,18,125,70,45,1,56,120,17,120
1580,34,5.2,50,70,11,59,5,66,59,13,0,9,40,8,111
1581,34,5.2,50,70,12,42,4,31,24,14,0,2,23,8,64
1582,34,5.5,50,70,15,69,23,113,63,70,0,77,142,8,104
1583,34,8.5,50,70,6,57,22,89,49,34,0,40,98,9,90
1584,34,9.5,50,70,12,50,15,78,36,30,0,37,81,17,80
1585,34,7.7,50,70,13,60,19,100,59,26,0,37,100,6,96
1586,34,9.0,50,70,16,64,20,110,30,20,0,18,107,3,94
1587,34,11.2,50,70,6,98,45,68,45,2,0,5,12,51,115
1588,34,10.3,50,70,7,54,17,66,39,39,2,53,82,3,59
1589,34,7.5,50,70,24,97,7,113,68,37,0,39,111,9,111
1590,34,6.0,50,70,20,68,6,94,49,26,0,37,90,10,107
1591,34,9.5,50,70,8,87,25,114,70,16,0,18,105,18,111
1592,34,9.5,50,70,24,76,28,120,47,45,1,49,137,17,103
1593,34,6.2,50,70,19,49,7,93,26,21,0,24,83,4,73
1594,34,5.0,50,70,14,71,12,130,27,42,0,49,138,11,76
1595,34,9.99,50,70,7,83,16,97,52,48,0,48,116,7,82
1596,34,9.5,50,70,12,71,17,78,76,48,0,78,78,1,66
1597,34,8.8,50,70,12,93,18,100,51,28,0,43,125,7,108
1598,34,6.0,50,70,30,72,8,124,46,41,0,53,115,13,111
1599,34,6.5,50,70,23,70,5,106,34,29,0,31,123,6,112
1600,35,6.2,20,40,37,15,6,54,13,44,2,43,79,0,26
1601,35,9.4,20,40,40,43,21,97,73,93,5,147,140,11,60
1602,35,6.5,20,40,59,33,4,69,29,68,2,78,92,7,33
1603,35,7.0,20,40,61,40,11,52,102,102,1,181,47,6,19
1604,35,7.0,20,40,43,25,6,37,54,68,0,107,50,8,9
1605,35,6.0,20,40,62,27,14,62,44,46,9,64,97,6,38
1606,35,7.0,20,40,33,14,6,30,45,57,4,93,48,7,24
1607,35,6.8,20,40,68,30,15,73,72,73,7,118,109,6,56
1608,35,5.75,20,40,34,31,9,47,47,60,4,112,72,6,31
1609,35,7.0,20,40,44,23,6,57,64,70,5,121,96,7,41
1610,35,4.2,20,40,22,16,4,34,41,46,4,100,49,6,22
1611,35,6.1,20,40,41,19,9,33,29,35,0,55,46,7,5
1612,35,6.5,20,40,38,23,4,60,50,45,4,84,81,10,52
1613,35,6.8,20,40,42,16,5,29,41,60,8,76,37,4,25
1614,35,7.5,20,40,19,10,9,27,44,26,0,47,29,1,7
1615,35,6.2,20,40,3,0,1,6,10,7,0,7,7,0,1
1616,35,6.8,20,40,30,13,8,51,23,36,3,57,74,9,19
1617,35,7.0,20,40,19,8,6,16,12,26,0,40,17,1,7
1618,35,14.2,20,40,19,22,11,30,44,62,0,109,45,4,24
1619,35,7.2,20,40,29,19,8,23,27,31,3,58,30,8,15
1620,35,8.0,20,40,18,17,5,34,32,34,3,66,56,6,27
1621,35,7.0,20,40,11,13,0,26,11,23,2,27,25,0,23
1622,35,6.4,20,40,15,10,5,13,17,45,0,53,9,0,6
1623,35,6.0,20,40,11,3,0,8,5,4,0,7,10,2,4
1624,35,7.0,20,40,16,9,0,10,8,7,5,13,14,7,9
1625,35,5.4,20,40,35,6,9,31,28,31,1,52,46,2,8
1626,35,7.1,20,40,10,10,1,8,9,22,0,27,10,0,2
1627,35,6.8,20,40,17,3,5,12,24,22,0,39,14,0,5
1628,35,7.2,20,40,22,8,2,11,29,25,0,56,18,6,11
1629,35,6.5,20,40,12,6,0,10,12,14,0,23,12,1,5
1630,35,6.8,20,40,16,3,4,18,7,13,2,18,19,0,6
1631,35,7.0,20,40,13,17,3,19,22,21,0,52,13,0,8
1632,35,7.0,20,40,18,11,3,29,39,30,4,82,40,4,31
1633,35,7.0,20,40,6,6,0,6,2,5,0,4,8,1,7
1634,35,6.6,20,40,12,7,0,15,9,16,0,21,12,0,12
1635,35,7.3,20,40,6,1,0,14,3,4,0,5,12,0,0
1636,35,7.8,20,40,26,9,2,31,65,82,3,110,44,7,21
1637,35,5.4,20,40,20,16,8,28,46,39,5,101,43,4,26
1638,35,7.0,20,40,3,3,0,3,2,5,0,7,6,0,0
1639,35,7.5,20,40,20,13,3,36,23,34,4,67,57,5,28
1640,35,7.1,20,40,4,0,2,5,6,4,0,10,5,2,0
1641,35,7.0,20,40,26,12,3,26,43,58,3,94,61,4,24
1642,35,6.5,20,40,2,3,0,0,0,1,0,1,0,0,0
1643,35,5.8,20,40,36,19,6,41,45,104,3,95,46,10,25
1644,35,6.5,20,40,7,1,2,8,5,4,0,9,7,2,1
1645,35,7.0,20,40,6,7,2,17,6,16,1,24,26,1,10
1646,35,7.9,20,40,8,2,1,7,9,5,0,13,13,0,4
1647,35,7.5,20,40,3,5,0,3,4,5,0,7,3,0,5
1648,35,7.1,20,40,30,18,4,38,30,36,6,75,53,5,38
1649,35,7.5,20,40,1,1,0,3,8,5,0,6,4,1,1
1650,36,5.9,35,60,10,20,7,34,19,34,0,34,48,5,20
1651,36,5.9,35,60,17,31,13,74,35,31,0,39,110,8,61
1652,36,7.7,35,60,11,29,11,51,47,40,1,45,82,6,42
1653,36,6.9,35,60,20,33,10,73,28,35,2,36,92,8,53
1654,36,6.2,35,60,10,21,7,73,39,36,0,46,86,1,55
1655,36,5.0,35,60,21,30,6,53,42,28,1,33,86,12,53
1656,36,8.5,35,60,18,50,22,80,42,58,1,57,119,15,77
1657,36,6.2,35,60,13,41,11,56,47,69,0,72,95,4,71
1658,36,6.0,35,60,13,24,7,66,27,39,0,41,84,3,32
1659,36,6.9,35,60,10,18,10,45,28,49,0,58,78,4,33
1660,36,5.8,35,60,29,51,10,85,53,74,3,73,136,11,69
1661,36,6.2,35,60,9,30,5,62,48,29,2,44,104,5,79
1662,36,5.8,35,60,9,43,4,47,20,19,0,19,57,1,32
1663,36,5.8,35,60,11,32,4,61,52,21,1,25,85,1,51
1664,36,6.0,35,60,16,48,13,92,45,73,1,90,137,9,90
1665,36,6.4,35,60,11,33,8,46,43,26,3,32,79,9,67
1666,36,7.5,35,60,16,42,9,62,70,55,1,73,99,11,84
1667,36,6.2,35,60,20,35,5,74,15,27,0,30,115,6,50
1668,36,7.0,35,60,18,48,16,64,70,73,0,105,103,27,77
1669,36,6.8,35,60,24,60,15,98,90,78,6,98,138,8,98
1670,36,6.0,35,60,23,31,12,59,38,49,3,58,95,5,50
1671,36,6.0,35,60,24,34,12,64,43,40,1,46,114,25,70
1672,36,8.0,35,60,17,40,21,57,54,24,0,33,73,29,102
1673,36,6.5,35,60,33,51,17,79,67,58,0,63,102,3,83
1674,36,6.8,35,60,11,36,15,95,47,21,3,27,122,8,70
1675,36,5.2,35,60,16,44,8,72,71,22,0,25,93,10,89
1676,36,5.5,35,60,11,38,12,73,42,38,0,32,108,12,69
